"spkid","full_name","neo","pha","diameter","per","first_obs","last_obs","H"
54516264,"       (2025 BW)",Y,N,,635,2025-01-19,2025-01-23,27.74
54516265,"       (2025 BX)",Y,N,,622,2025-01-19,2025-03-21,25.63
54516457,"       (2025 BY)",Y,N,,923,2025-01-19,2025-02-03,24.57
54516458,"       (2025 BZ)",Y,N,,771,2025-01-20,2025-01-22,27.89
54516459,"       (2025 BA1)",Y,N,,854,2025-01-19,2025-01-21,27.59
54516460,"       (2025 BB1)",Y,N,,996,2025-01-20,2025-01-22,27.42
54516461,"       (2025 BC1)",Y,N,,497,2025-01-19,2025-01-21,26.79
54516462,"       (2025 BD1)",Y,N,,543,2025-01-19,2025-01-21,29.68
54516463,"       (2025 BE1)",Y,N,,371,2025-01-18,2025-01-20,26.47
54516464,"       (2025 BF1)",Y,N,,1.42e+03,2025-01-20,2025-01-24,26.43
54516465,"       (2025 BG1)",Y,N,,1.5e+03,2025-01-19,2025-03-07,25.39
54516468,"       (2025 BH1)",Y,N,,667,2025-01-20,2025-02-19,23.50
54516467,"       (2025 BJ1)",Y,N,,1e+03,2025-01-18,2025-01-22,26.29
54516469,"       (2025 BM1)",Y,N,,708,2025-01-20,2025-01-22,28.67
54516840,"       (2025 BO1)",Y,N,,553,2025-01-21,2025-01-22,27.21
54516839,"       (2025 BP1)",Y,N,,635,2025-01-20,2025-01-22,23.59
54516841,"       (2025 BQ1)",Y,N,,826,2025-01-19,2025-04-20,23.36
54516842,"       (2025 BR1)",Y,N,,1.13e+03,2025-01-20,2025-03-09,20.96
54516843,"       (2025 BT1)",Y,Y,,315,2025-01-20,2025-02-19,21.58
54516844,"       (2025 BU1)",Y,N,,716,2025-01-20,2025-02-07,22.18
54516845,"       (2025 BX1)",Y,N,,741,2025-01-21,2025-02-14,24.44
54516846,"       (2025 BY1)",Y,N,,514,2025-01-22,2025-01-25,27.68
54516847,"       (2025 BZ1)",Y,N,,561,2025-01-20,2025-02-03,24.75
54516848,"       (2025 BA2)",Y,N,,1.53e+03,2025-01-07,2025-02-02,25.99
54516850,"       (2025 BB2)",Y,N,,803,2025-01-21,2025-02-09,25.64
54516849,"       (2025 BC2)",Y,N,,622,2025-01-20,2025-01-26,24.51
54517084,"       (2025 BG2)",Y,N,,1.34e+03,2025-01-22,2025-02-01,23.41
54517086,"       (2025 BH2)",Y,N,,607,2025-01-20,2025-02-11,25.12
54517087,"       (2025 BJ2)",Y,N,,334,2025-01-05,2025-02-02,24.72
54517088,"       (2025 BL2)",Y,N,,760,2025-01-22,2025-01-27,24.66
54517089,"       (2025 BM2)",Y,N,,354,2024-12-27,2025-02-11,25.31
54517090,"       (2025 BN2)",Y,N,,419,2025-01-21,2025-07-15,25.51
54517092,"       (2025 BP2)",Y,N,,787,2025-01-22,2025-01-30,27.79
54517091,"       (2025 BQ2)",Y,N,,1.7e+03,2025-01-05,2025-04-21,23.46
54517093,"       (2025 BR2)",Y,N,,702,2025-01-20,2025-01-28,26.14
54517095,"       (2025 BS2)",Y,N,,1.52e+03,2025-01-22,2025-01-25,26.70
54517094,"       (2025 BT2)",Y,N,,783,2025-01-21,2025-01-22,26.82
54517096,"       (2025 BU2)",Y,N,,1.63e+03,2024-12-23,2025-06-03,21.72
54517097,"       (2025 BV2)",Y,N,,966,2025-01-19,2025-01-27,25.80
54517098,"       (2025 BW2)",Y,Y,,1.29e+03,2025-01-05,2025-09-24,20.41
54517099,"       (2025 BX2)",Y,N,,687,2025-01-01,2025-03-05,19.91
54517101,"       (2025 BZ2)",Y,N,,703,2025-01-19,2025-01-23,26.30
54517237,"       (2025 BA3)",Y,N,,826,2025-01-21,2025-02-08,26.02
54517238,"       (2025 BC3)",Y,N,,1.38e+03,2024-12-30,2025-02-02,23.33
54517239,"       (2025 BD3)",Y,N,,866,2025-01-22,2025-01-24,25.51
54517240,"       (2025 BE3)",Y,N,,720,2025-01-23,2025-02-26,21.01
54517242,"       (2025 BK3)",Y,N,,581,2025-01-24,2025-02-08,27.72
54517327,"       (2025 BL3)",Y,N,,506,2025-01-22,2025-02-01,25.16
54517328,"       (2025 BM3)",Y,N,,636,2025-01-03,2025-02-04,23.72
54517329,"       (2025 BU3)",Y,N,,233,2025-01-24,2025-01-28,24.94
54517330,"       (2025 BV3)",Y,N,,955,2025-01-24,2025-01-26,26.54
54517331,"       (2025 BB4)",Y,N,,1.05e+03,2025-01-24,2025-01-26,28.15
54517332,"       (2025 BC4)",Y,N,,448,2025-01-24,2025-02-03,25.79
54517335,"       (2025 BE4)",Y,N,,806,2025-01-24,2025-01-26,26.50
54517334,"       (2025 BF4)",Y,N,,1.01e+03,2025-01-24,2025-01-27,27.31
54517336,"       (2025 BG4)",Y,N,,591,2025-01-24,2025-02-01,25.82
54517337,"       (2025 BH4)",Y,N,,1.04e+03,2025-01-24,2025-02-28,23.19
54517338,"       (2025 BJ4)",Y,N,,1.01e+03,2025-01-20,2025-01-26,22.61
54517339,"       (2025 BL4)",Y,N,,423,2025-01-24,2025-02-02,23.13
54517340,"       (2025 BN4)",Y,N,,1.56e+03,2025-01-24,2025-02-09,25.92
54517341,"       (2025 BP4)",Y,N,,938,2025-01-24,2025-01-26,29.27
54517342,"       (2025 BQ4)",Y,N,,840,2025-01-23,2025-01-26,24.93
54517526,"       (2025 BR4)",Y,N,,703,2025-01-23,2025-01-31,24.49
54517527,"       (2025 BS4)",Y,N,,805,2025-01-23,2025-01-27,28.51
